4.130000e+02	4.280000e+02	4.635870e+02	4.129240e+02	4.280000e+02	4.640000e+02	4.130000e+02	4.278822e+02	4.640000e+02
4.130000e+02	4.278822e+02	4.640000e+02	4.129271e+02	4.280000e+02	4.650000e+02	4.130000e+02	4.279119e+02	4.650000e+02
4.129240e+02	4.280000e+02	4.640000e+02	4.129271e+02	4.280000e+02	4.650000e+02	4.130000e+02	4.278822e+02	4.640000e+02
4.130000e+02	4.279119e+02	4.650000e+02	4.129271e+02	4.280000e+02	4.650000e+02	4.130000e+02	4.280000e+02	4.653184e+02
4.130000e+02	4.290000e+02	4.627005e+02	4.128598e+02	4.290000e+02	4.630000e+02	4.130000e+02	4.284227e+02	4.630000e+02
4.130000e+02	4.284227e+02	4.630000e+02	4.129240e+02	4.280000e+02	4.640000e+02	4.130000e+02	4.280000e+02	4.635870e+02
4.130000e+02	4.284227e+02	4.630000e+02	4.128598e+02	4.290000e+02	4.630000e+02	4.129240e+02	4.280000e+02	4.640000e+02
4.128598e+02	4.290000e+02	4.630000e+02	4.125412e+02	4.290000e+02	4.640000e+02	4.129240e+02	4.280000e+02	4.640000e+02
4.129240e+02	4.280000e+02	4.640000e+02	4.125412e+02	4.290000e+02	4.640000e+02	4.129271e+02	4.280000e+02	4.650000e+02
4.129271e+02	4.280000e+02	4.650000e+02	4.125412e+02	4.290000e+02	4.640000e+02	4.123836e+02	4.290000e+02	4.650000e+02
4.130000e+02	4.280000e+02	4.653184e+02	4.124480e+02	4.290000e+02	4.660000e+02	4.130000e+02	4.282504e+02	4.660000e+02
4.130000e+02	4.280000e+02	4.653184e+02	4.129271e+02	4.280000e+02	4.650000e+02	4.124480e+02	4.290000e+02	4.660000e+02
4.129271e+02	4.280000e+02	4.650000e+02	4.123836e+02	4.290000e+02	4.650000e+02	4.124480e+02	4.290000e+02	4.660000e+02
4.130000e+02	4.282504e+02	4.660000e+02	4.128482e+02	4.290000e+02	4.670000e+02	4.130000e+02	4.288464e+02	4.670000e+02
4.124480e+02	4.290000e+02	4.660000e+02	4.128482e+02	4.290000e+02	4.670000e+02	4.130000e+02	4.282504e+02	4.660000e+02
